latitude,longitude,total_population,population_density,median_hh_income,median_age,pct_age_20_45,pct_bachelors_plus,reachable_pop_10min,reachable_pop_15min,reachable_pop_25min,competitor_count_3mi,nearest_competitor_dist_mi,eos_count_5mi,nearest_eos_dist_mi,years_open
33.165,-112.45,7133.0,24.729751281037867,86347.0,47.4,0.27169493901584185,0.311,0.0,7133.0,7133.0,0.0,10.35199389926864,0.0,20.839265599428927,3.0
33.165,-112.435,7133.0,24.729751281037867,86347.0,47.4,0.27169493901584185,0.311,0.0,7133.0,7133.0,0.0,10.33856769593409,0.0,20.52361307150608,3.0
33.165,-112.42,7133.0,24.729751281037867,86347.0,47.4,0.27169493901584185,0.311,0.0,7133.0,7133.0,0.0,10.397458238801468,0.0,19.932100294469773,3.0
33.165,-112.405,7133.0,24.729751281037867,86347.0,47.4,0.27169493901584185,0.311,0.0,7133.0,7133.0,0.0,10.527451978666033,0.0,19.36123710665271,3.0
33.165,-112.39,7133.0,24.729751281037867,86347.0,47.4,0.27169493901584185,0.311,0.0,7133.0,7133.0,0.0,10.725964013081018,0.0,18.81290339002835,3.0
33.165,-112.375,7133.0,24.729751281037867,86347.0,47.4,0.27169493901584185,0.311,0.0,7133.0,7133.0,0.0,10.989281794912547,0.0,18.28912565259274,3.0
33.165,-112.36,7133.0,24.729751281037867,86347.0,47.4,0.27169493901584185,0.311,0.0,7133.0,7133.0,0.0,11.312880987501334,0.0,17.792072724149467,3.0
33.165,-112.345,7133.0,24.729751281037867,86347.0,47.4,0.27169493901584185,0.311,0.0,7133.0,7133.0,0.0,11.69175733660397,0.0,17.324045082422636,3.0
33.165,-112.33,7133.0,24.729751281037867,86347.0,47.4,0.27169493901584185,0.311,0.0,7133.0,7133.0,0.0,12.120728299487565,0.0,16.887456165020122,3.0
33.165,-112.315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7133.0,0.0,12.594676292514725,0.0,16.4848040614519,3.0
33.165,-112.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7133.0,0.0,13.108723768077825,0.0,16.118632251984714,3.0
33.165,-112.285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7133.0,0.0,13.658343905965012,0.0,15.79147864882397,3.0
33.165,-112.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10520.0,0.0,14.239418147899539,0.0,15.505813157300306,3.0
33.165,-112.255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10520.0,0.0,13.641302119153796,0.0,15.263965308308391,3.0
33.165,-112.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11694.0,0.0,12.885048139731936,0.0,15.068045119014682,3.0
33.165,-112.225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11694.0,0.0,12.143424522419599,0.0,14.919861996525977,3.0
33.165,-112.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4561.0,0.0,11.4192821232985,0.0,14.8208478770072,3.0
33.165,-112.195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11283.0,0.0,10.716165396379363,0.0,14.771991507670467,3.0
33.165,-112.17999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17888.0,0.0,10.03849335831444,0.0,14.773790506274235,3.0
33.165,-112.16499999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39703.0,0.0,9.391775578588222,0.0,14.826226433424058,3.0
33.165,-112.14999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51585.0,0.0,8.782852591471286,0.0,14.928765725884233,3.0
33.165,-112.13499999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70437.0,0.0,8.220127874902706,0.0,14.925210226365065,3.0
33.165,-112.11999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73464.0,0.0,7.71371871585127,0.0,14.482086132370748,3.0
33.165,-112.10499999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87916.0,0.0,7.275394290764998,0.0,13.977440562535168,3.0
33.165,-112.08999999999999,3108.0,12.710356814231673,37125.0,28.7,0.510939510939511,0.1035,0.0,3108.0,93674.0,0.0,6.918108069133715,0.0,13.509471570875942,3.0
33.165,-112.07499999999999,3108.0,12.710356814231673,37125.0,28.7,0.510939510939511,0.1035,0.0,3108.0,93674.0,0.0,6.654925088805419,0.0,13.082115695890801,3.0
33.165,-112.05999999999999,3108.0,12.710356814231673,37125.0,28.7,0.510939510939511,0.1035,0.0,3108.0,102446.0,0.0,6.497290830054167,0.0,12.699473672099296,3.0
33.165,-112.04499999999999,3108.0,12.710356814231673,37125.0,28.7,0.510939510939511,0.1035,3108.0,3108.0,112126.0,0.0,6.452945051237529,0.0,12.365697049794834,3.0
33.165,-112.02999999999999,3108.0,12.710356814231673,37125.0,28.7,0.510939510939511,0.1035,3108.0,3108.0,125204.0,0.0,6.524198268719951,0.0,12.084835415410115,3.0
33.165,-112.01499999999999,3108.0,12.710356814231673,37125.0,28.7,0.510939510939511,0.1035,3108.0,3108.0,147399.0,0.0,6.70736742516291,0.0,11.722622561606158,3.0
33.165,-111.99999999999999,3123.0,12.651372862054199,37125.0,28.7,0.5084854306756323,0.10780595581171949,3108.0,3123.0,161689.0,0.0,6.993664562587731,0.0,11.375441486406233,3.0
33.165,-111.98499999999999,3123.0,12.651372862054199,37125.0,28.7,0.5084854306756323,0.10780595581171949,3108.0,3123.0,177184.0,0.0,7.371082808051008,0.0,11.08514365313852,3.0
33.165,-111.96999999999998,3123.0,12.651372862054199,37125.0,28.7,0.5084854306756323,0.10780595581171949,3108.0,3123.0,207831.0,0.0,6.98108969160295,0.0,10.856293203578888,3.0
33.165,-111.95499999999998,5977.0,1354.5595819351904,42495.996309963106,49.18829251928883,0.27789861134348337,0.18630363058390498,3108.0,5977.0,204291.0,0.0,6.258643129421737,0.0,10.692836197413527,3.0
33.165,-111.93999999999998,8725.0,1779.80347259507,49572.64959816303,56.196073478760056,0.19954154727793694,0.2552150830945559,0.0,8725.0,232906.0,0.0,5.577146750087583,0.0,10.383373684199055,3.0
